action,allergens,bloque,classification,detail,family,fat_pct,hydration_pct,id,name,preferment_type,priority,recipe_kind,salt_pct,sugar_pct,yeast_pct
refinamiento proceso/APPCC/notas; sin validación,,DATA5,C,"Fórmula plausible, pero al usarse en varias tartas necesita proceso más técnico: montado, temperatura de huevo, punto de cinta/rubán, plegado, cocción y enfriado. Rendimiento no validado.",,,,REC-PAST-GENOVES,Bizcocho genovés,,P1,culinary,,,
refinamiento proceso/APPCC/notas; sin validación,,DATA5,C,"Fórmula plausible de hojaldre, pero el proceso es genérico y no define amasijo, empaste, reposos, vueltas, control térmico, estirado, cocción ni pérdida de capas.",,,,REC-PAST-HOJALDRE-BASE,Hojaldre,,P1,culinary,,,
refinamiento proceso/APPCC/notas; sin validación,,DATA5,C,"Fórmula defendible, pero el proceso genérico no describe montado progresivo, incorporación de azúcares, escudillado, secado/horneado ni conservación. Usada por Pavlova.",,,,REC-PAST-MERENGUE-FRANCES,Merengue francés,,P1,culinary,,,
refinamiento proceso/APPCC/notas; sin validación,,DATA5,B,"Fórmula simple y defendible; falta detalle de escudillado, grosor, cocción corta, desmolde y enrollado sin rotura.",,,,REC-PAST-BIZCOCHO-PLANCHA,Bizcocho plancha para enrollar,,P2,culinary,,,
refinamiento proceso/APPCC/notas; sin validación,,DATA5,B,"Fórmula defendible como compota; proceso demasiado genérico para pelado/corte, cocción, textura final, acidez y abatimiento.",,,,REC-PAST-MANZANA-COMPOTA,Compota de manzana,,P2,culinary,,,
refinamiento proceso/APPCC/notas; sin validación,,DATA5,B,"Es una de las fichas más técnicas del grupo y el proceso ya indica 118-121 °C. Falta precisar uso inmediato, enfriado real, estabilidad, límites de conservación y dependencia del termómetro.",,,,REC-PAST-MERENGUE-ITALIANO,Merengue italiano,,P2,culinary,,,
revisión técnica de porcentajes/notas/fermentación; yield_status pending,Gluten | Huevos | Leche,DATA6,,,FAM_BAK_MASA_ENRIQUECIDA,20.0,25.0,babka-chocolate,Babka chocolate,Levadura directa,,bakery,1.5,16.0,2.0
revisión técnica de porcentajes/notas/fermentación; yield_status pending,Gluten,DATA6,,,FAM_BAK_BAGEL_PRETZEL_BAO,0,55.0,bagel-clasico,Bagel clásico,Levadura directa,,bakery,1.8,5.0,1.0
revisión técnica de porcentajes/notas/fermentación; yield_status pending,Gluten | Sésamo,DATA6,,,FAM_BAK_BAGEL_PRETZEL_BAO,0,55.0,bagel-con-semillas,Bagel con semillas,Levadura directa,,bakery,1.8,5.0,1.0
revisión técnica de porcentajes/notas/fermentación; yield_status pending,Gluten,DATA6,,,FAM_BAK_PAN_CON_PREFERMENTO,0,70.0,baguette-con-poolish,Baguette con poolish,Poolish,,bakery,2.0,0,0.2
revisión técnica de porcentajes/notas/fermentación; yield_status pending,Gluten,DATA6,,,FAM_BAK_PAN_CON_MASA_MADRE,0,70.0,baguette-de-masa-madre-liquida,Baguette de masa madre líquida,Masa madre líquida,,bakery,2.0,0,0
revisión técnica de porcentajes/notas/fermentación; yield_status pending,Gluten,DATA6,,,FAM_BAK_PAN_MAGRO,0,68.0,baguette-francesa-directa,Baguette francesa directa,Levadura directa,,bakery,2.0,0,0.3
revisión técnica de porcentajes/notas/fermentación; yield_status pending,Gluten,DATA6,,,FAM_BAK_BAGEL_PRETZEL_BAO,4.0,58.0,bao-al-vapor,Bao al vapor,Levadura directa,,bakery,1.8,12.0,1.0
revisión técnica de porcentajes/notas/fermentación; yield_status pending,Gluten | Huevos | Leche,DATA6,,,FAM_BAK_MASA_ENRIQUECIDA,22.0,25.0,bica-de-laza,Bica de Laza,Levadura directa,,bakery,1.0,35.0,0
revisión técnica de porcentajes/notas/fermentación; yield_status pending,Gluten | Leche,DATA6,,,FAM_BAK_MASA_ENRIQUECIDA,8.0,60.0,bollo-de-hamburguesa,Bollo de hamburguesa,Levadura directa,,bakery,2.0,5.0,1.5
revisión técnica de porcentajes/notas/fermentación; yield_status pending,Gluten | Huevos | Leche,DATA6,,,FAM_BAK_MASA_ENRIQUECIDA,12.0,35.0,bollo-suizo,Bollo suizo,Levadura directa,,bakery,1.5,16.0,2.5
revisión técnica de porcentajes/notas/fermentación; yield_status pending,Gluten | Huevos | Leche,DATA6,,,FAM_BAK_MASA_ENRIQUECIDA,50.0,10.0,brioche-alta-mantequilla-50,Brioche alta mantequilla 50%,Levadura directa,,bakery,1.5,18.0,1.8
revisión técnica de porcentajes/notas/fermentación; yield_status pending,Gluten | Huevos | Soja | Leche,DATA6,,,FAM_BAK_MASA_ENRIQUECIDA,28.0,22.0,brioche-de-chocolate,Brioche de chocolate,Levadura directa,,bakery,1.5,16.0,1.8
revisión técnica de porcentajes/notas/fermentación; yield_status pending,Gluten | Huevos | Leche,DATA6,,,FAM_BAK_MASA_ENRIQUECIDA,20.0,20.0,brioche-directo-20-mantequilla,Brioche directo 20% mantequilla,Levadura directa,,bakery,1.5,16.0,2.0
revisión técnica de porcentajes/notas/fermentación; yield_status pending,Gluten | Huevos | Soja | Leche,DATA6,,,FAM_BAK_MASA_ENRIQUECIDA,35.0,15.6,brioche-modernista-con-lecitina,Brioche modernista con lecitina,Levadura directa,,bakery,1.5,15.0,1.8
revisión técnica de porcentajes/notas/fermentación; yield_status pending,Gluten | Soja,DATA6,,,FAM_BAK_MASA_ENRIQUECIDA,35.0,58.7,brioche-vegano,Brioche vegano,Levadura directa,,bakery,1.6,16.0,2.0
revisión técnica de porcentajes/notas/fermentación; yield_status pending,Gluten,DATA6,,,FAM_BAK_PAN_DE_CENTENO,0,78.0,centeno-60-masa-madre,Centeno 60% masa madre,Masa madre líquida,,bakery,2.0,0,0
revisión técnica de porcentajes/notas/fermentación; yield_status pending,Gluten,DATA6,,,FAM_BAK_PAN_DE_CENTENO,0,82.0,centeno-80-tres-pasos,Centeno 80% tres pasos,Masa madre líquida,,bakery,2.0,0,0
revisión técnica de porcentajes/notas/fermentación; yield_status pending,Gluten | Huevos,DATA6,,,FAM_BAK_MASA_ENRIQUECIDA,10.0,48.0,challah-clasica,Challah clásica,Levadura directa,,bakery,1.8,10.0,1.5
revisión técnica de porcentajes/notas/fermentación; yield_status pending,Gluten,DATA6,,,FAM_BAK_PAN_ALTA_HIDRATACION,3.0,82.0,ciabatta-con-poolish,Ciabatta con poolish,Poolish,,bakery,2.0,0,0.2
revisión técnica de porcentajes/notas/fermentación; yield_status pending,Gluten,DATA6,,,FAM_BAK_PAN_ALTA_HIDRATACION,3.0,80.0,ciabatta-directa,Ciabatta directa,Levadura directa,,bakery,2.0,0,0.3
revisión técnica de porcentajes/notas/fermentación; yield_status pending,Gluten,DATA6,,,FAM_BAK_PAN_ALTA_HIDRATACION,3.0,82.0,ciabatta-masa-madre-liquida,Ciabatta masa madre líquida,Masa madre líquida,,bakery,2.0,0,0
revisión técnica de porcentajes/notas/fermentación; yield_status pending,Gluten | Leche,DATA6,,,FAM_BAK_LAMINADO,38.0,55.0,croissant-con-biga-firme,Croissant con biga firme,Biga,,bakery,1.8,8.0,0.5
revisión técnica de porcentajes/notas/fermentación; yield_status pending,Gluten | Leche,DATA6,,,FAM_BAK_LAMINADO,38.0,55.0,croissant-con-poolish,Croissant con poolish,Poolish,,bakery,1.8,8.0,0.5
revisión técnica de porcentajes/notas/fermentación; yield_status pending,Gluten | Leche,DATA6,,,FAM_BAK_LAMINADO,38.0,55.0,croissant-directo,Croissant directo,Levadura directa,,bakery,1.8,8.0,0.7
revisión técnica de porcentajes/notas/fermentación; yield_status pending,,DATA6,,,FAM_BAK_PAN_FERMENTADO_SIN_GLUTEN,0,308.0,dosa-fermentada,Dosa fermentada,Fermentación espontánea,,bakery,0.8,0,0
revisión técnica de porcentajes/notas/fermentación; yield_status pending,Gluten | Leche | Sulfitos,DATA6,,,FAM_BAK_MASA_SALADA_NO_FERMENTADA,20.0,60.0,empanada-espana,Empanada España,No fermenta,,bakery,0.8,0,0
revisión técnica de porcentajes/notas/fermentación; yield_status pending,Gluten | Sésamo,DATA6,,,FAM_BAK_PAN_CON_MASA_MADRE,0,72.0,five-grain-levain,Five-grain levain,Masa madre líquida,,bakery,2.0,0,0
revisión técnica de porcentajes/notas/fermentación; yield_status pending,Gluten,DATA6,,,FAM_BAK_PAN_PLANO,6.0,78.0,focaccia-con-poolish,Focaccia con poolish,Poolish,,bakery,2.0,0,1.0
revisión técnica de porcentajes/notas/fermentación; yield_status pending,Gluten,DATA6,,,FAM_BAK_PAN_PLANO,6.0,80.0,focaccia-de-masa-madre,Focaccia de masa madre,Masa madre líquida,,bakery,2.0,0,0
revisión técnica de porcentajes/notas/fermentación; yield_status pending,Gluten,DATA6,,,FAM_BAK_PAN_PLANO,6.0,78.0,focaccia-directa,Focaccia directa,Levadura directa,,bakery,2.0,0,2.0
revisión técnica de porcentajes/notas/fermentación; yield_status pending,Gluten,DATA6,,,FAM_BAK_PAN_PLANO,0,78.0,fougasse-de-hierbas,Fougasse de hierbas,Levadura directa,,bakery,1.8,0,2.0
revisión técnica de porcentajes/notas/fermentación; yield_status pending,Gluten | Leche,DATA6,,,FAM_BAK_LAMINADO,41.0,48.0,hojaldre-fermentado,Hojaldre fermentado,Levadura directa,,bakery,1.5,6.0,0.6
revisión técnica de porcentajes/notas/fermentación; yield_status pending,,DATA6,,,FAM_BAK_PAN_FERMENTADO_SIN_GLUTEN,0,270.0,idli-fermentado,Idli fermentado,Fermentación espontánea,,bakery,0.8,0,0
revisión técnica de porcentajes/notas/fermentación; yield_status pending,Gluten | Leche,DATA6,,,FAM_BAK_PAN_CRUJIENTE,12.0,55.0,kn-ckebr-d-sueco,Knäckebröd sueco,Levadura directa,,bakery,1.8,8.0,2.0
revisión técnica de porcentajes/notas/fermentación; yield_status pending,Gluten | Huevos | Leche,DATA6,,,FAM_BAK_MASA_ENRIQUECIDA,10.0,38.0,larpeira-gallega,Larpeira gallega,Levadura directa,,bakery,1.5,18.0,4.0
revisión técnica de porcentajes/notas/fermentación; yield_status pending,Gluten,DATA6,,,FAM_BAK_PAN_PLANO,4.0,68.0,lavash-suave,Lavash suave,Levadura directa,,bakery,1.8,0,1.0
revisión técnica de porcentajes/notas/fermentación; yield_status pending,Leche,DATA6,,,FAM_BAK_BASE_TECNICA,0,0,mezcla-de-harinas-sin-gluten-base,Mezcla de harinas sin gluten base,No fermenta,,bakery,0,0,0
revisión técnica de porcentajes/notas/fermentación; yield_status pending,Gluten | Leche,DATA6,,,FAM_BAK_PAN_PLANO,2.0,45.0,naan-con-yogur,Naan con yogur,Levadura directa,,bakery,1.8,0,1.0
revisión técnica de porcentajes/notas/fermentación; yield_status pending,Gluten | Soja | Leche,DATA6,,,FAM_BAK_LAMINADO,40.0,55.0,pain-au-chocolat,Pain au chocolat,Levadura directa,,bakery,1.8,8.0,0.7
revisión técnica de porcentajes/notas/fermentación; yield_status pending,Gluten,DATA6,,,FAM_BAK_PAN_CON_PREFERMENTO,0,72.0,pain-de-campagne-con-poolish,Pain de campagne con poolish,Poolish,,bakery,2.0,0,0.2
revisión técnica de porcentajes/notas/fermentación; yield_status pending,Gluten,DATA6,,,FAM_BAK_PAN_RUSTICO,0,74.0,pain-de-campagne-directo-bertinet,Pain de campagne directo bertinet,Levadura directa,,bakery,2.0,0,0.3
revisión técnica de porcentajes/notas/fermentación; yield_status pending,Gluten,DATA6,,,FAM_BAK_PAN_CON_MASA_MADRE,0,74.0,pain-de-campagne-masa-madre,Pain de campagne masa madre,Masa madre líquida,,bakery,2.0,0,0
revisión técnica de porcentajes/notas/fermentación; yield_status pending,Gluten,DATA6,,,FAM_BAK_PAN_CANDEAL,0,50.0,pan-candeal-con-biga,Pan candeal con biga,Biga,,bakery,1.8,0,0.2
revisión técnica de porcentajes/notas/fermentación; yield_status pending,Gluten,DATA6,,,FAM_BAK_PAN_CANDEAL,0,50.0,pan-candeal-refinado-directo,Pan candeal refinado directo,Levadura directa,,bakery,1.8,0,0.3
revisión técnica de porcentajes/notas/fermentación; yield_status pending,Gluten,DATA6,,,FAM_BAK_PAN_CON_INCLUSION,0,72.0,pan-con-aceitunas,Pan con aceitunas,Masa madre líquida,,bakery,2.0,0,0
revisión técnica de porcentajes/notas/fermentación; yield_status pending,Gluten | Frutos de cáscara | Sulfitos,DATA6,,,FAM_BAK_PAN_CON_INCLUSION,0,68.0,pan-con-avellanas-y-ciruelas,Pan con avellanas y ciruelas,Masa madre líquida,,bakery,2.0,0,0
revisión técnica de porcentajes/notas/fermentación; yield_status pending,Gluten,DATA6,,,FAM_BAK_PAN_CON_INCLUSION,0,81.0,pan-con-manzana-y-miel,Pan con manzana y miel,Masa madre líquida,,bakery,2.0,5.0,0
revisión técnica de porcentajes/notas/fermentación; yield_status pending,Gluten | Frutos de cáscara | Sulfitos,DATA6,,,FAM_BAK_PAN_CON_INCLUSION,0,70.0,pan-con-nueces-y-pasas,Pan con nueces y pasas,Masa madre líquida,,bakery,2.0,0,0
revisión técnica de porcentajes/notas/fermentación; yield_status pending,Gluten | Leche,DATA6,,,FAM_BAK_PAN_CON_INCLUSION,0,65.0,pan-con-queso-curado,Pan con queso curado,Masa madre líquida,,bakery,2.0,0,0
revisión técnica de porcentajes/notas/fermentación; yield_status pending,Gluten,DATA6,,,FAM_BAK_PAN_CON_INCLUSION,0,78.0,pan-de-batata-asada,Pan de batata asada,Masa madre líquida,,bakery,2.0,0,0
revisión técnica de porcentajes/notas/fermentación; yield_status pending,Gluten,DATA6,,,FAM_BAK_PAN_CON_INCLUSION,0,55.0,pan-de-calabaza-especiado,Pan de calabaza especiado,Masa madre líquida,,bakery,2.0,0,0
revisión técnica de porcentajes/notas/fermentación; yield_status pending,Gluten,DATA6,,,FAM_BAK_PAN_ALTA_HIDRATACION,0,100.0,pan-de-cristal,Pan de cristal,Levadura directa,,bakery,2.0,0,0.15
revisión técnica de porcentajes/notas/fermentación; yield_status pending,Gluten,DATA6,,,FAM_BAK_ALTA_HIDRATACION,2.0,95.0,pan-de-cristal-pedro,Pan de cristal pedro,Poolish,,bakery,2.0,0,0.4
revisión técnica de porcentajes/notas/fermentación; yield_status pending,Gluten,DATA6,,,FAM_BAK_PAN_DIRECTO,0,70.0,pan-de-espelta-100,Pan de espelta 100%,Levadura directa,,bakery,2.0,0,0.3
revisión técnica de porcentajes/notas/fermentación; yield_status pending,Gluten,DATA6,,,FAM_BAK_PAN_CON_MASA_MADRE,0,72.0,pan-de-espelta-masa-madre,Pan de espelta masa madre,Masa madre líquida,,bakery,2.0,0,0
revisión técnica de porcentajes/notas/fermentación; yield_status pending,Gluten | Sulfitos,DATA6,,,FAM_BAK_PAN_CON_INCLUSION,0,68.0,pan-de-higos-secos,Pan de higos secos,Masa madre líquida,,bakery,2.0,0,0
revisión técnica de porcentajes/notas/fermentación; yield_status pending,Gluten | Leche,DATA6,,,FAM_BAK_PAN_CON_MASA_MADRE,0,70.0,pan-de-kamut-con-kefir,Pan de kamut con kéfir,Masa madre líquida,,bakery,2.0,0,0
revisión técnica de porcentajes/notas/fermentación; yield_status pending,Gluten | Leche,DATA6,,,FAM_BAK_MASA_ENRIQUECIDA,8.0,60.0,pan-de-leche-directo,Pan de leche directo,Levadura directa,,bakery,1.8,8.0,1.5
revisión técnica de porcentajes/notas/fermentación; yield_status pending,Gluten,DATA6,,,FAM_BAK_PAN_CON_PREFERMENTO,0,75.0,pan-de-maiz-con-trigo,Pan de maíz con trigo,Masa madre líquida,,bakery,2.0,0,0
revisión técnica de porcentajes/notas/fermentación; yield_status pending,Gluten | Frutos de cáscara,DATA6,,,FAM_BAK_PAN_CON_INCLUSION,0,77.0,pan-de-membrillo-y-nuez,Pan de membrillo y nuez,Masa madre líquida,,bakery,2.0,0,0
revisión técnica de porcentajes/notas/fermentación; yield_status pending,Gluten | Leche,DATA6,,,FAM_BAK_PAN_DE_MOLDE,5.0,55.0,pan-de-molde-directo,Pan de molde directo,Levadura directa,,bakery,1.8,5.0,2.5
revisión técnica de porcentajes/notas/fermentación; yield_status pending,Gluten | Soja,DATA6,,,FAM_BAK_PAN_DE_MOLDE,5.0,64.4,pan-de-molde-modernista,Pan de molde modernista,Levadura directa,,bakery,1.8,5.0,1.5
revisión técnica de porcentajes/notas/fermentación; yield_status pending,Gluten | Mostaza,DATA6,,,FAM_BAK_PAN_CON_INCLUSION,0,72.0,pan-de-mostaza-y-cerveza,Pan de mostaza y cerveza,Masa madre líquida,,bakery,2.0,0,0
revisión técnica de porcentajes/notas/fermentación; yield_status pending,Gluten,DATA6,,,FAM_BAK_PAN_CON_INCLUSION,0,80.0,pan-de-patata-con-poolish,Pan de patata con poolish,Poolish,,bakery,2.0,0,0.3
revisión técnica de porcentajes/notas/fermentación; yield_status pending,Gluten,DATA6,,,FAM_BAK_PAN_CON_INCLUSION,0,73.0,pan-de-patata-y-cebolla-asada,Pan de patata y cebolla asada,Masa madre líquida,,bakery,2.0,0,0
revisión técnica de porcentajes/notas/fermentación; yield_status pending,Gluten | Sésamo,DATA6,,,FAM_BAK_PAN_CON_MASA_MADRE,0,75.0,pan-de-teff-con-semillas,Pan de teff con semillas,Masa madre líquida,,bakery,2.0,0,0
revisión técnica de porcentajes/notas/fermentación; yield_status pending,Gluten,DATA6,,,FAM_BAK_PAN_CON_PREFERMENTO,0,68.0,pan-de-trigo-duro-con-poolish,Pan de trigo duro con poolish,Poolish,,bakery,2.0,0,0.3
revisión técnica de porcentajes/notas/fermentación; yield_status pending,Gluten | Sésamo,DATA6,,,FAM_BAK_PAN_CON_MASA_MADRE,0,68.0,pan-de-trigo-duro-con-sesamo,Pan de trigo duro con sésamo,Masa madre líquida,,bakery,2.0,0,0
revisión técnica de porcentajes/notas/fermentación; yield_status pending,Gluten | Frutos de cáscara,DATA6,,,FAM_BAK_PAN_CON_INCLUSION,0,83.0,pan-de-zanahoria-y-nuez,Pan de zanahoria y nuez,Masa madre líquida,,bakery,2.0,0,0
revisión técnica de porcentajes/notas/fermentación; yield_status pending,Gluten,DATA6,,,FAM_BAK_PAN_GALLEGO,0,75.0,pan-gallego-con-poolish,Pan gallego con poolish,Poolish,,bakery,2.0,0,0.2
revisión técnica de porcentajes/notas/fermentación; yield_status pending,Gluten,DATA6,,,FAM_BAK_PAN_GALLEGO,0,76.0,pan-gallego-de-masa-madre,Pan gallego de masa madre,Masa madre líquida,,bakery,2.0,0,0
revisión técnica de porcentajes/notas/fermentación; yield_status pending,Gluten,DATA6,,,FAM_BAK_PAN_GALLEGO,0,75.0,pan-gallego-directo,Pan gallego directo,Levadura directa,,bakery,2.0,0,0.3
revisión técnica de porcentajes/notas/fermentación; yield_status pending,Gluten,DATA6,,,FAM_BAK_PAN_INTEGRAL,0,78.0,pan-integral-100-con-poolish,Pan integral 100% con poolish,Poolish,,bakery,2.0,0,0.1
revisión técnica de porcentajes/notas/fermentación; yield_status pending,Gluten,DATA6,,,FAM_BAK_PAN_INTEGRAL,0,70.0,pan-integral-rustico-directo,Pan integral rústico directo,Levadura directa,,bakery,2.0,0,0.3
revisión técnica de porcentajes/notas/fermentación; yield_status pending,Leche | Sésamo,DATA6,,,FAM_BAK_PAN_SIN_GLUTEN,0,95.0,pan-integral-sin-gluten-con-semillas,Pan integral sin gluten con semillas,Levadura directa,,bakery,1.8,2.0,1.0
revisión técnica de porcentajes/notas/fermentación; yield_status pending,Gluten | Sésamo,DATA6,,,FAM_BAK_PAN_CON_MASA_MADRE,0,78.0,pan-multicereal-con-semillas,Pan multicereal con semillas,Masa madre líquida,,bakery,2.0,0,0
revisión técnica de porcentajes/notas/fermentación; yield_status pending,Gluten | Leche,DATA6,,,FAM_BAK_PAN_PLANO_TIERNO,4.0,58.0,pan-para-kebab,Pan para kebab,Levadura directa,,bakery,1.8,2.0,1.5
revisión técnica de porcentajes/notas/fermentación; yield_status pending,Gluten,DATA6,,,FAM_BAK_PAN_DIRECTO,0,85.0,pan-rapido-pedro,Pan rápido,Directo con levadura seca,,bakery,2.0,0,1.5
revisión técnica de porcentajes/notas/fermentación; yield_status pending,Huevos,DATA6,,,FAM_BAK_PAN_SIN_GLUTEN,5.0,90.0,pan-sin-gluten-basico,Pan sin gluten básico,Levadura directa,,bakery,1.8,3.0,1.0
revisión técnica de porcentajes/notas/fermentación; yield_status pending,Gluten | Huevos | Leche | Sulfitos,DATA6,,,FAM_BAK_MASA_ENRIQUECIDA,40.0,32.0,panettone-modernista-simplificado,Panettone modernista simplificado,Masa madre sólida,,bakery,1.2,33.0,0
revisión técnica de porcentajes/notas/fermentación; yield_status pending,Gluten,DATA6,,,FAM_BAK_PAN_PLANO,2.0,66.0,pita-integral,Pita integral,Levadura directa,,bakery,1.8,0,1.0
revisión técnica de porcentajes/notas/fermentación; yield_status pending,Gluten,DATA6,,,FAM_BAK_PIZZA,0,64.0,pizza-con-poolish-24-h,Pizza con poolish 24 h,Poolish,,bakery,2.5,0,0.1
revisión técnica de porcentajes/notas/fermentación; yield_status pending,Gluten,DATA6,,,FAM_BAK_PIZZA,3.0,64.0,pizza-estilo-nueva-york,Pizza estilo nueva york,Levadura directa,,bakery,2.2,2.0,0.3
revisión técnica de porcentajes/notas/fermentación; yield_status pending,Gluten,DATA6,,,FAM_BAK_PIZZA,0,62.0,pizza-napolitana-directa-48-h,Pizza napolitana directa 48 h,Levadura directa,,bakery,2.5,0,0.2
revisión técnica de porcentajes/notas/fermentación; yield_status pending,Gluten,DATA6,,,FAM_BAK_PIZZA,5.0,72.0,pizza-siciliana-en-bandeja,Pizza siciliana en bandeja,Poolish,,bakery,2.2,0,0.2
revisión técnica de porcentajes/notas/fermentación; yield_status pending,Gluten,DATA6,,,FAM_BAK_BAGEL_PRETZEL_BAO,4.0,54.0,pretzel-clasico,Pretzel clásico,Levadura directa,,bakery,1.8,2.0,1.0
revisión técnica de porcentajes/notas/fermentación; yield_status pending,Gluten,DATA6,,,FAM_BAK_BAGEL_PRETZEL_BAO,4.0,54.0,pretzel-modernista-con-hpmc,Pretzel modernista con HPMC,Levadura directa,,bakery,1.8,2.0,1.0
revisión técnica de porcentajes/notas/fermentación; yield_status pending,Gluten | Leche,DATA6,,,FAM_BAK_PAN_DE_CENTENO,0,90.0,pumpernickel-bavaro,Pumpernickel bávaro,Masa madre líquida,,bakery,2.0,6.0,0
revisión técnica de porcentajes/notas/fermentación; yield_status pending,Gluten,DATA6,,,FAM_BAK_PAN_DE_CENTENO,0,82.0,roggenbrot-90,Roggenbrot 90%,Masa madre líquida,,bakery,2.0,0,0
revisión técnica de porcentajes/notas/fermentación; yield_status pending,Gluten | Huevos | Leche,DATA6,,,FAM_BAK_MASA_ENRIQUECIDA,15.0,34.0,roscon-de-reyes-directo,Roscón de reyes directo,Levadura directa,,bakery,1.0,22.0,4.0
revisión técnica de porcentajes/notas/fermentación; yield_status pending,Gluten | Sésamo,DATA6,,,FAM_BAK_PAN_DE_CENTENO,0,90.0,rugbr-d-nordico,Rugbrød nórdico,Masa madre líquida,,bakery,2.0,0,0
revisión técnica de porcentajes/notas/fermentación; yield_status pending,Gluten | Leche,DATA6,,,FAM_BAK_PAN_DE_MOLDE,8.0,62.0,shokupan-tangzhong,Shokupan tangzhong,Levadura directa,,bakery,1.6,7.0,2.5
revisión técnica de porcentajes/notas/fermentación; yield_status pending,Gluten,DATA6,,,FAM_BAK_PAN_FERMENTADO_CON_CEREALES,0,220.0,teff-injera,Teff injera,Fermentación espontánea,,bakery,1.0,0,0
revisión técnica de porcentajes/notas/fermentación; yield_status pending,Gluten | Huevos | Leche,DATA6,,,FAM_BAK_BOLLERIA_DULCE_ENRIQUECIDA,17.0,40.0,torta-de-nata-pedro,Torta de nata,Biga,,bakery,0.8,8.0,1.0
revisión técnica de porcentajes/notas/fermentación; yield_status pending,Gluten,DATA6,,,FAM_BAK_PAN_CON_MASA_MADRE,0,65.0,vermont-masa-madre-solida,Vermont masa madre sólida,Masa madre sólida,,bakery,1.8,0,0
revisión técnica de porcentajes/notas/fermentación; yield_status pending,Gluten,DATA6,,,FAM_BAK_PAN_CON_MASA_MADRE,0,65.0,vermont-sourdough,Vermont sourdough,Masa madre líquida,,bakery,1.8,0,0
revisión técnica de porcentajes/notas/fermentación; yield_status pending,Gluten,DATA6,,,FAM_BAK_PAN_DE_CENTENO,0,85.0,vollkornbrot-con-linaza,Vollkornbrot con linaza,Masa madre líquida,,bakery,2.0,0,0
