bloque,recipe_kind,id,name,risk_family,direct_allergens,derived_allergens,action,source
DATA7,culinary,REC-PAST-MOUSSE-CHOCOLATE,Mousse de chocolate con merengue italiano,huevo/emulsiones,Leche,Huevos,homogeneización APPCC/alérgenos por familia; proveedor prevalece,852/2004; 2073/2005; 1169/2011; RD 1021/2022; AESAN si procede
DATA7,culinary,REC-PAST-NATILLAS,Natillas clásicas,huevo/emulsiones,Huevos | Leche,,homogeneización APPCC/alérgenos por familia; proveedor prevalece,852/2004; 2073/2005; 1169/2011; RD 1021/2022; AESAN si procede
DATA7,culinary,REC-PAST-OPERA-CLASICA,Tarta ópera,huevo/emulsiones,Frutos de cáscara,Gluten | Huevos | Leche,homogeneización APPCC/alérgenos por familia; proveedor prevalece,852/2004; 2073/2005; 1169/2011; RD 1021/2022; AESAN si procede
DATA7,culinary,REC-PAST-PANNA-COTTA,Panna cotta de vainilla,pescado/marisco/anisakis,Pescado | Leche,,homogeneización APPCC/alérgenos por familia; proveedor prevalece,852/2004; 2073/2005; 1169/2011; RD 1021/2022; AESAN si procede
DATA7,culinary,REC-PAST-PROFITEROLES-CHOCOLATE,Profiteroles con chantilly y chocolate,huevo/emulsiones,,Gluten | Huevos | Leche,homogeneización APPCC/alérgenos por familia; proveedor prevalece,852/2004; 2073/2005; 1169/2011; RD 1021/2022; AESAN si procede
DATA7,culinary,REC-PAST-QUEBRADA-DULCE,Pasta quebrada dulce,huevo/emulsiones,Gluten | Huevos | Leche,,homogeneización APPCC/alérgenos por familia; proveedor prevalece,852/2004; 2073/2005; 1169/2011; RD 1021/2022; AESAN si procede
DATA7,culinary,REC-PAST-SELVA-NEGRA,Tarta Selva Negra,huevo/emulsiones,Leche,Gluten | Huevos | Leche,homogeneización APPCC/alérgenos por familia; proveedor prevalece,852/2004; 2073/2005; 1169/2011; RD 1021/2022; AESAN si procede
DATA7,culinary,REC-PAST-TARTA-MANZANA,Tarta fina de manzana,huevo/emulsiones,Sulfitos,Gluten | Huevos | Leche,homogeneización APPCC/alérgenos por familia; proveedor prevalece,852/2004; 2073/2005; 1169/2011; RD 1021/2022; AESAN si procede
DATA7,culinary,REC-PAST-TARTA-MANZANA-COMPOTA,Tarta de manzana con compota y crema,huevo/emulsiones,Sulfitos,Gluten | Huevos | Leche,homogeneización APPCC/alérgenos por familia; proveedor prevalece,852/2004; 2073/2005; 1169/2011; RD 1021/2022; AESAN si procede
DATA7,culinary,REC-PAST-TARTA-MOUSSE-CHOCOLATE,Tarta mousse de chocolate,huevo/emulsiones,,Gluten | Huevos | Leche,homogeneización APPCC/alérgenos por familia; proveedor prevalece,852/2004; 2073/2005; 1169/2011; RD 1021/2022; AESAN si procede
DATA7,culinary,REC-PAST-TARTA-SAN-MARCOS,Tarta San Marcos,huevo/emulsiones,,Gluten | Huevos | Leche,homogeneización APPCC/alérgenos por familia; proveedor prevalece,852/2004; 2073/2005; 1169/2011; RD 1021/2022; AESAN si procede
DATA7,culinary,REC-PAST-TARTA-SANTIAGO,Tarta de Santiago,huevo/emulsiones,Huevos | Frutos de cáscara,,homogeneización APPCC/alérgenos por familia; proveedor prevalece,852/2004; 2073/2005; 1169/2011; RD 1021/2022; AESAN si procede
DATA7,culinary,REC-PAST-TIRAMISU,Tiramisú clásico,huevo/emulsiones,Gluten | Huevos | Leche | Sulfitos,,homogeneización APPCC/alérgenos por familia; proveedor prevalece,852/2004; 2073/2005; 1169/2011; RD 1021/2022; AESAN si procede
DATA7,culinary,REC-PATATAS-BRAVAS,Patatas bravas,huevo/emulsiones,,Huevos | Mostaza,homogeneización APPCC/alérgenos por familia; proveedor prevalece,852/2004; 2073/2005; 1169/2011; RD 1021/2022; AESAN si procede
DATA7,culinary,REC-PATATAS-PANADERA,Patatas panadera,general,Sulfitos,,homogeneización APPCC/alérgenos por familia; proveedor prevalece,852/2004; 2073/2005; 1169/2011; RD 1021/2022; AESAN si procede
DATA7,culinary,REC-PATATAS-RIOJANA,Patatas a la riojana,general,,,homogeneización APPCC/alérgenos por familia; proveedor prevalece,852/2004; 2073/2005; 1169/2011; RD 1021/2022; AESAN si procede
DATA7,culinary,REC-PATATAS-RISOLADAS,Patatas risoladas,lácteos/postres fríos,Leche,,homogeneización APPCC/alérgenos por familia; proveedor prevalece,852/2004; 2073/2005; 1169/2011; RD 1021/2022; AESAN si procede
DATA7,culinary,REC-PAVLOVA-FRUTOS-ROJOS,Pavlova de frutos rojos,huevo/emulsiones,,Huevos | Leche,homogeneización APPCC/alérgenos por familia; proveedor prevalece,852/2004; 2073/2005; 1169/2011; RD 1021/2022; AESAN si procede
DATA7,culinary,REC-PECHUGA-VILLAROY,Pechuga villeroy,huevo/emulsiones,Gluten | Huevos,Gluten | Leche,homogeneización APPCC/alérgenos por familia; proveedor prevalece,852/2004; 2073/2005; 1169/2011; RD 1021/2022; AESAN si procede
DATA7,culinary,REC-PESTO-GENOVES,Pesto genovés,lácteos/postres fríos,Leche | Frutos de cáscara,,homogeneización APPCC/alérgenos por familia; proveedor prevalece,852/2004; 2073/2005; 1169/2011; RD 1021/2022; AESAN si procede
DATA7,culinary,REC-PICADA-AJO-PEREJIL,Picada de ajo y perejil,general,,,homogeneización APPCC/alérgenos por familia; proveedor prevalece,852/2004; 2073/2005; 1169/2011; RD 1021/2022; AESAN si procede
DATA7,culinary,REC-PIPIRRANA-JAEN,Pipirrana,huevo/emulsiones,Huevos,,homogeneización APPCC/alérgenos por familia; proveedor prevalece,852/2004; 2073/2005; 1169/2011; RD 1021/2022; AESAN si procede
DATA7,culinary,REC-PIQUILLOS-RELLENOS-BACALAO,Pimientos del piquillo rellenos de bacalao,pescado/marisco/anisakis,Pescado,Gluten | Leche,homogeneización APPCC/alérgenos por familia; proveedor prevalece,852/2004; 2073/2005; 1169/2011; RD 1021/2022; AESAN si procede
DATA7,culinary,REC-PISTO-BASE,Pisto de verduras,general,,,homogeneización APPCC/alérgenos por familia; proveedor prevalece,852/2004; 2073/2005; 1169/2011; RD 1021/2022; AESAN si procede
DATA7,culinary,REC-PISTO-MANCHEGO-HUEVO,Pisto manchego con huevo,huevo/emulsiones,Huevos,,homogeneización APPCC/alérgenos por familia; proveedor prevalece,852/2004; 2073/2005; 1169/2011; RD 1021/2022; AESAN si procede
DATA7,culinary,REC-PIZZA-MARGARITA,Pizza margarita,lácteos/postres fríos,Leche,Gluten,homogeneización APPCC/alérgenos por familia; proveedor prevalece,852/2004; 2073/2005; 1169/2011; RD 1021/2022; AESAN si procede
DATA7,culinary,REC-POLLO-CHILINDRON,Pollo al chilindrón,general,Sulfitos,,homogeneización APPCC/alérgenos por familia; proveedor prevalece,852/2004; 2073/2005; 1169/2011; RD 1021/2022; AESAN si procede
DATA7,culinary,REC-POLLO-CURRY,Pollo al curry con arroz basmati,cereales cocidos,Mostaza,,homogeneización APPCC/alérgenos por familia; proveedor prevalece,852/2004; 2073/2005; 1169/2011; RD 1021/2022; AESAN si procede
DATA7,culinary,REC-POLLO-PEPITORIA-CLASICO,Pollo en pepitoria,huevo/emulsiones,Huevos | Frutos de cáscara | Sulfitos,,homogeneización APPCC/alérgenos por familia; proveedor prevalece,852/2004; 2073/2005; 1169/2011; RD 1021/2022; AESAN si procede
DATA7,culinary,REC-POLLO-TERIYAKI,Pollo teriyaki con arroz,cereales cocidos,Gluten | Soja | Sésamo,,homogeneización APPCC/alérgenos por familia; proveedor prevalece,852/2004; 2073/2005; 1169/2011; RD 1021/2022; AESAN si procede
DATA7,culinary,REC-PORRUSALDA,Porrusalda,general,,,homogeneización APPCC/alérgenos por familia; proveedor prevalece,852/2004; 2073/2005; 1169/2011; RD 1021/2022; AESAN si procede
DATA7,culinary,REC-POTAJE-VIGILIA,Potaje de vigilia,huevo/emulsiones,Huevos | Pescado,,homogeneización APPCC/alérgenos por familia; proveedor prevalece,852/2004; 2073/2005; 1169/2011; RD 1021/2022; AESAN si procede
DATA7,culinary,REC-PULPO-A-FEIRA,Pulpo a feira,pescado/marisco/anisakis,Moluscos,,homogeneización APPCC/alérgenos por familia; proveedor prevalece,852/2004; 2073/2005; 1169/2011; RD 1021/2022; AESAN si procede
DATA7,culinary,REC-PURE-PATATA,Puré de patata clásico,lácteos/postres fríos,Leche,,homogeneización APPCC/alérgenos por familia; proveedor prevalece,852/2004; 2073/2005; 1169/2011; RD 1021/2022; AESAN si procede
DATA7,culinary,REC-QUICHE-LORRAINE,Quiche lorraine,huevo/emulsiones,Gluten | Huevos | Leche,,homogeneización APPCC/alérgenos por familia; proveedor prevalece,852/2004; 2073/2005; 1169/2011; RD 1021/2022; AESAN si procede
DATA7,culinary,REC-RABO-TORO,Rabo de toro estofado,general,Gluten | Sulfitos,Apio | Sulfitos,homogeneización APPCC/alérgenos por familia; proveedor prevalece,852/2004; 2073/2005; 1169/2011; RD 1021/2022; AESAN si procede
DATA7,culinary,REC-RAMEN-SHOYU,Ramen shoyu,huevo/emulsiones,Gluten | Huevos | Pescado | Soja,,homogeneización APPCC/alérgenos por familia; proveedor prevalece,852/2004; 2073/2005; 1169/2011; RD 1021/2022; AESAN si procede
DATA7,culinary,REC-RANCHO-CANARIO,Rancho canario,general,Gluten,,homogeneización APPCC/alérgenos por familia; proveedor prevalece,852/2004; 2073/2005; 1169/2011; RD 1021/2022; AESAN si procede
DATA7,culinary,REC-RATATOUILLE,Ratatouille,general,,,homogeneización APPCC/alérgenos por familia; proveedor prevalece,852/2004; 2073/2005; 1169/2011; RD 1021/2022; AESAN si procede
DATA7,culinary,REC-REVUELTO-SETAS,Revuelto cremoso de setas,huevo/emulsiones,Huevos | Leche,,homogeneización APPCC/alérgenos por familia; proveedor prevalece,852/2004; 2073/2005; 1169/2011; RD 1021/2022; AESAN si procede
DATA7,culinary,REC-RISOTTO-BOLETUS,Risotto de boletus,cereales cocidos,Leche | Sulfitos,,homogeneización APPCC/alérgenos por familia; proveedor prevalece,852/2004; 2073/2005; 1169/2011; RD 1021/2022; AESAN si procede
DATA7,culinary,REC-RISOTTO-SETAS,Risotto de setas y parmesano,cereales cocidos,Leche | Sulfitos,,homogeneización APPCC/alérgenos por familia; proveedor prevalece,852/2004; 2073/2005; 1169/2011; RD 1021/2022; AESAN si procede
DATA7,culinary,REC-RODABALLO-HORNO-PANADERA,Rodaballo al horno con patata panadera,pescado/marisco/anisakis,Pescado | Sulfitos,Pescado | Sulfitos,homogeneización APPCC/alérgenos por familia; proveedor prevalece,852/2004; 2073/2005; 1169/2011; RD 1021/2022; AESAN si procede
DATA7,culinary,REC-ROUX-BLANCO,Roux blanco,lácteos/postres fríos,Gluten | Leche,,homogeneización APPCC/alérgenos por familia; proveedor prevalece,852/2004; 2073/2005; 1169/2011; RD 1021/2022; AESAN si procede
DATA7,culinary,REC-ROUX-OSCURO,Roux oscuro,lácteos/postres fríos,Gluten | Leche,,homogeneización APPCC/alérgenos por familia; proveedor prevalece,852/2004; 2073/2005; 1169/2011; RD 1021/2022; AESAN si procede
DATA7,culinary,REC-ROUX-RUBIO,Roux rubio,lácteos/postres fríos,Gluten | Leche,,homogeneización APPCC/alérgenos por familia; proveedor prevalece,852/2004; 2073/2005; 1169/2011; RD 1021/2022; AESAN si procede
DATA7,culinary,REC-SALMON-HOLANDESA-ESPARRAGOS,Salmón con holandesa y espárragos,huevo/emulsiones,Pescado,Huevos | Leche,homogeneización APPCC/alérgenos por familia; proveedor prevalece,852/2004; 2073/2005; 1169/2011; RD 1021/2022; AESAN si procede
DATA7,culinary,REC-SALMOREJO-CORDOBES,Salmorejo cordobés,huevo/emulsiones,Gluten | Huevos | Leche,,homogeneización APPCC/alérgenos por familia; proveedor prevalece,852/2004; 2073/2005; 1169/2011; RD 1021/2022; AESAN si procede
DATA7,culinary,REC-SALSA-AURORA,Salsa aurora,lácteos/postres fríos,,Gluten | Leche,homogeneización APPCC/alérgenos por familia; proveedor prevalece,852/2004; 2073/2005; 1169/2011; RD 1021/2022; AESAN si procede
DATA7,culinary,REC-SALSA-BEARNESA,Salsa bearnesa,huevo/emulsiones,Huevos | Leche | Sulfitos,,homogeneización APPCC/alérgenos por familia; proveedor prevalece,852/2004; 2073/2005; 1169/2011; RD 1021/2022; AESAN si procede
DATA7,culinary,REC-SALSA-BERCY-PESCADO,Salsa bercy para pescado,pescado/marisco/anisakis,Leche | Sulfitos,,homogeneización APPCC/alérgenos por familia; proveedor prevalece,852/2004; 2073/2005; 1169/2011; RD 1021/2022; AESAN si procede
DATA7,culinary,REC-SALSA-BRAVA,Salsa brava,general,,,homogeneización APPCC/alérgenos por familia; proveedor prevalece,852/2004; 2073/2005; 1169/2011; RD 1021/2022; AESAN si procede
DATA7,culinary,REC-SALSA-CHORON,Salsa choron,huevo/emulsiones,,Huevos | Leche,homogeneización APPCC/alérgenos por familia; proveedor prevalece,852/2004; 2073/2005; 1169/2011; RD 1021/2022; AESAN si procede
DATA7,culinary,REC-SALSA-ESPANOLA,Salsa española,lácteos/postres fríos,,Gluten | Leche | Sulfitos,homogeneización APPCC/alérgenos por familia; proveedor prevalece,852/2004; 2073/2005; 1169/2011; RD 1021/2022; AESAN si procede
DATA7,culinary,REC-SALSA-MADEIRA,Salsa madeira,lácteos/postres fríos,Leche | Sulfitos,,homogeneización APPCC/alérgenos por familia; proveedor prevalece,852/2004; 2073/2005; 1169/2011; RD 1021/2022; AESAN si procede
DATA7,culinary,REC-SALSA-MORNAY,Salsa mornay,lácteos/postres fríos,Leche,Gluten | Leche,homogeneización APPCC/alérgenos por familia; proveedor prevalece,852/2004; 2073/2005; 1169/2011; RD 1021/2022; AESAN si procede
DATA7,culinary,REC-SALSA-SOUBISE,Salsa soubise,lácteos/postres fríos,Leche,Gluten | Leche,homogeneización APPCC/alérgenos por familia; proveedor prevalece,852/2004; 2073/2005; 1169/2011; RD 1021/2022; AESAN si procede
DATA7,culinary,REC-SALSA-SUPREMA,Salsa suprema,lácteos/postres fríos,Leche,,homogeneización APPCC/alérgenos por familia; proveedor prevalece,852/2004; 2073/2005; 1169/2011; RD 1021/2022; AESAN si procede
DATA7,culinary,REC-SALSA-TARTARA,Salsa tártara,huevo/emulsiones,Mostaza | Sulfitos,Huevos | Mostaza,homogeneización APPCC/alérgenos por familia; proveedor prevalece,852/2004; 2073/2005; 1169/2011; RD 1021/2022; AESAN si procede
DATA7,culinary,REC-SALSA-TOMATE,Salsa de tomate,general,,,homogeneización APPCC/alérgenos por familia; proveedor prevalece,852/2004; 2073/2005; 1169/2011; RD 1021/2022; AESAN si procede
DATA7,culinary,REC-SALSA-VERDE,Salsa verde española,pescado/marisco/anisakis,Gluten | Sulfitos,Pescado | Sulfitos,homogeneización APPCC/alérgenos por familia; proveedor prevalece,852/2004; 2073/2005; 1169/2011; RD 1021/2022; AESAN si procede
DATA7,culinary,REC-SHAKSHUKA,Shakshuka,huevo/emulsiones,Huevos,,homogeneización APPCC/alérgenos por familia; proveedor prevalece,852/2004; 2073/2005; 1169/2011; RD 1021/2022; AESAN si procede
DATA7,culinary,REC-SOFRITO-BASE,Sofrito de hortalizas,general,,,homogeneización APPCC/alérgenos por familia; proveedor prevalece,852/2004; 2073/2005; 1169/2011; RD 1021/2022; AESAN si procede
DATA7,culinary,REC-SOLOMILLO-MADEIRA-PURE,Solomillo con salsa madeira y puré,lácteos/postres fríos,,Leche | Sulfitos,homogeneización APPCC/alérgenos por familia; proveedor prevalece,852/2004; 2073/2005; 1169/2011; RD 1021/2022; AESAN si procede
DATA7,culinary,REC-SOPA-CASTELLANA,Sopa castellana,huevo/emulsiones,Gluten | Huevos,,homogeneización APPCC/alérgenos por familia; proveedor prevalece,852/2004; 2073/2005; 1169/2011; RD 1021/2022; AESAN si procede
DATA7,culinary,REC-SPAGHETTI-CARBONARA-TRADICIONAL,Espagueti a la carbonara,huevo/emulsiones,Gluten | Huevos | Leche,,homogeneización APPCC/alérgenos por familia; proveedor prevalece,852/2004; 2073/2005; 1169/2011; RD 1021/2022; AESAN si procede
DATA7,culinary,REC-SUQUET-PEIX,Suquet de pescado,pescado/marisco/anisakis,Pescado | Frutos de cáscara,Pescado | Sulfitos,homogeneización APPCC/alérgenos por familia; proveedor prevalece,852/2004; 2073/2005; 1169/2011; RD 1021/2022; AESAN si procede
DATA7,culinary,REC-SUSHI-MAKI-BASICO,Maki básico de salmón y aguacate,pescado/marisco/anisakis,Gluten | Pescado | Soja | Mostaza,,homogeneización APPCC/alérgenos por familia; proveedor prevalece,852/2004; 2073/2005; 1169/2011; RD 1021/2022; AESAN si procede
DATA7,culinary,REC-TACOS-POLLO,Tacos de pollo,lácteos/postres fríos,Gluten | Leche,,homogeneización APPCC/alérgenos por familia; proveedor prevalece,852/2004; 2073/2005; 1169/2011; RD 1021/2022; AESAN si procede
DATA7,culinary,REC-TAGLIATELLE-PESTO,Tagliatelle al pesto,huevo/emulsiones,Gluten | Huevos | Leche,Leche | Frutos de cáscara,homogeneización APPCC/alérgenos por familia; proveedor prevalece,852/2004; 2073/2005; 1169/2011; RD 1021/2022; AESAN si procede
DATA7,culinary,REC-TARTA-QUESO-HORNEADA,Tarta de queso horneada,huevo/emulsiones,Gluten | Huevos | Leche,,homogeneización APPCC/alérgenos por familia; proveedor prevalece,852/2004; 2073/2005; 1169/2011; RD 1021/2022; AESAN si procede
DATA7,culinary,REC-TORRIJAS,Torrijas de leche,huevo/emulsiones,Gluten | Huevos | Leche,,homogeneización APPCC/alérgenos por familia; proveedor prevalece,852/2004; 2073/2005; 1169/2011; RD 1021/2022; AESAN si procede
DATA7,culinary,REC-TORTILLA-BETANZOS,Tortilla estilo Betanzos,huevo/emulsiones,Huevos,,homogeneización APPCC/alérgenos por familia; proveedor prevalece,852/2004; 2073/2005; 1169/2011; RD 1021/2022; AESAN si procede
DATA7,culinary,REC-TORTILLA-ESPANOLA,Tortilla española de patata y cebolla,huevo/emulsiones,Huevos,,homogeneización APPCC/alérgenos por familia; proveedor prevalece,852/2004; 2073/2005; 1169/2011; RD 1021/2022; AESAN si procede
DATA7,culinary,REC-TORTILLA-PAISANA,Tortilla paisana,huevo/emulsiones,Huevos,,homogeneización APPCC/alérgenos por familia; proveedor prevalece,852/2004; 2073/2005; 1169/2011; RD 1021/2022; AESAN si procede
DATA7,culinary,REC-TRINXAT,Trinxat de col y patata,general,,,homogeneización APPCC/alérgenos por familia; proveedor prevalece,852/2004; 2073/2005; 1169/2011; RD 1021/2022; AESAN si procede
DATA7,culinary,REC-VELOUTE-AVE,Salsa velouté de ave,lácteos/postres fríos,,Gluten | Leche,homogeneización APPCC/alérgenos por familia; proveedor prevalece,852/2004; 2073/2005; 1169/2011; RD 1021/2022; AESAN si procede
DATA7,culinary,REC-VELOUTE-PESCADO,Salsa velouté de pescado,pescado/marisco/anisakis,,Gluten | Pescado | Leche | Sulfitos,homogeneización APPCC/alérgenos por familia; proveedor prevalece,852/2004; 2073/2005; 1169/2011; RD 1021/2022; AESAN si procede
DATA7,culinary,REC-VERDURAS-SALTEADAS,Verduras salteadas de temporada,general,,,homogeneización APPCC/alérgenos por familia; proveedor prevalece,852/2004; 2073/2005; 1169/2011; RD 1021/2022; AESAN si procede
DATA7,culinary,REC-VIEIRAS-GALLEGA,Vieiras a la gallega,pescado/marisco/anisakis,Gluten | Sulfitos | Moluscos,,homogeneización APPCC/alérgenos por familia; proveedor prevalece,852/2004; 2073/2005; 1169/2011; RD 1021/2022; AESAN si procede
DATA7,culinary,REC-VINAGRETA-BASE,Vinagreta 3:1,general,Mostaza,,homogeneización APPCC/alérgenos por familia; proveedor prevalece,852/2004; 2073/2005; 1169/2011; RD 1021/2022; AESAN si procede
DATA7,culinary,REC-XARRETE-TERNERA-GLASEADO,Xarrete de ternera glaseado con demi-glace,general,Sulfitos,Apio | Sulfitos,homogeneización APPCC/alérgenos por familia; proveedor prevalece,852/2004; 2073/2005; 1169/2011; RD 1021/2022; AESAN si procede
DATA7,culinary,REC-XOUBAS-FRITAS,Xoubas fritas,pescado/marisco/anisakis,Gluten | Pescado,,homogeneización APPCC/alérgenos por familia; proveedor prevalece,852/2004; 2073/2005; 1169/2011; RD 1021/2022; AESAN si procede
DATA7,culinary,REC-ZAMBURINAS-GRATINADAS,Volandeiras gratinadas tipo zamburiña,pescado/marisco/anisakis,Gluten | Moluscos,Gluten | Leche,homogeneización APPCC/alérgenos por familia; proveedor prevalece,852/2004; 2073/2005; 1169/2011; RD 1021/2022; AESAN si procede
DATA7,culinary,REC-ZANAHORIAS-GLASEADAS,Zanahorias glaseadas,lácteos/postres fríos,Leche,,homogeneización APPCC/alérgenos por familia; proveedor prevalece,852/2004; 2073/2005; 1169/2011; RD 1021/2022; AESAN si procede
DATA7,culinary,REC-ZARZUELA-MARISCO,Zarzuela de pescado y marisco,pescado/marisco/anisakis,Crustáceos | Pescado | Frutos de cáscara | Sulfitos | Moluscos,Pescado | Sulfitos,homogeneización APPCC/alérgenos por familia; proveedor prevalece,852/2004; 2073/2005; 1169/2011; RD 1021/2022; AESAN si procede
DATA7,culinary,REC-ZORZA-PATATAS,Zorza con patatas,general,,,homogeneización APPCC/alérgenos por familia; proveedor prevalece,852/2004; 2073/2005; 1169/2011; RD 1021/2022; AESAN si procede
DATA7,bakery,babka-chocolate,Babka chocolate,panadería/pastelería/alérgenos,Gluten | Huevos | Leche,,"revisión APPCC de masas: gluten, fermentación, enfriado, rellenos y contaminación cruzada",1169/2011; 852/2004; documentación técnica panadera
DATA7,bakery,bagel-clasico,Bagel clásico,panadería/pastelería/alérgenos,Gluten,,"revisión APPCC de masas: gluten, fermentación, enfriado, rellenos y contaminación cruzada",1169/2011; 852/2004; documentación técnica panadera
DATA7,bakery,bagel-con-semillas,Bagel con semillas,panadería/pastelería/alérgenos,Gluten | Sésamo,,"revisión APPCC de masas: gluten, fermentación, enfriado, rellenos y contaminación cruzada",1169/2011; 852/2004; documentación técnica panadera
DATA7,bakery,baguette-con-poolish,Baguette con poolish,panadería/pastelería/alérgenos,Gluten,,"revisión APPCC de masas: gluten, fermentación, enfriado, rellenos y contaminación cruzada",1169/2011; 852/2004; documentación técnica panadera
DATA7,bakery,baguette-de-masa-madre-liquida,Baguette de masa madre líquida,panadería/pastelería/alérgenos,Gluten,,"revisión APPCC de masas: gluten, fermentación, enfriado, rellenos y contaminación cruzada",1169/2011; 852/2004; documentación técnica panadera
DATA7,bakery,baguette-francesa-directa,Baguette francesa directa,panadería/pastelería/alérgenos,Gluten,,"revisión APPCC de masas: gluten, fermentación, enfriado, rellenos y contaminación cruzada",1169/2011; 852/2004; documentación técnica panadera
DATA7,bakery,bao-al-vapor,Bao al vapor,panadería/pastelería/alérgenos,Gluten,,"revisión APPCC de masas: gluten, fermentación, enfriado, rellenos y contaminación cruzada",1169/2011; 852/2004; documentación técnica panadera
DATA7,bakery,bica-de-laza,Bica de Laza,panadería/pastelería/alérgenos,Gluten | Huevos | Leche,,"revisión APPCC de masas: gluten, fermentación, enfriado, rellenos y contaminación cruzada",1169/2011; 852/2004; documentación técnica panadera
DATA7,bakery,bollo-de-hamburguesa,Bollo de hamburguesa,panadería/pastelería/alérgenos,Gluten | Leche,,"revisión APPCC de masas: gluten, fermentación, enfriado, rellenos y contaminación cruzada",1169/2011; 852/2004; documentación técnica panadera
DATA7,bakery,bollo-suizo,Bollo suizo,panadería/pastelería/alérgenos,Gluten | Huevos | Leche,,"revisión APPCC de masas: gluten, fermentación, enfriado, rellenos y contaminación cruzada",1169/2011; 852/2004; documentación técnica panadera
DATA7,bakery,brioche-alta-mantequilla-50,Brioche alta mantequilla 50%,panadería/pastelería/alérgenos,Gluten | Huevos | Leche,,"revisión APPCC de masas: gluten, fermentación, enfriado, rellenos y contaminación cruzada",1169/2011; 852/2004; documentación técnica panadera
DATA7,bakery,brioche-de-chocolate,Brioche de chocolate,panadería/pastelería/alérgenos,Gluten | Huevos | Soja | Leche,,"revisión APPCC de masas: gluten, fermentación, enfriado, rellenos y contaminación cruzada",1169/2011; 852/2004; documentación técnica panadera
DATA7,bakery,brioche-directo-20-mantequilla,Brioche directo 20% mantequilla,panadería/pastelería/alérgenos,Gluten | Huevos | Leche,,"revisión APPCC de masas: gluten, fermentación, enfriado, rellenos y contaminación cruzada",1169/2011; 852/2004; documentación técnica panadera
DATA7,bakery,brioche-modernista-con-lecitina,Brioche modernista con lecitina,panadería/pastelería/alérgenos,Gluten | Huevos | Soja | Leche,,"revisión APPCC de masas: gluten, fermentación, enfriado, rellenos y contaminación cruzada",1169/2011; 852/2004; documentación técnica panadera
DATA7,bakery,brioche-vegano,Brioche vegano,panadería/pastelería/alérgenos,Gluten | Soja,,"revisión APPCC de masas: gluten, fermentación, enfriado, rellenos y contaminación cruzada",1169/2011; 852/2004; documentación técnica panadera
DATA7,bakery,centeno-60-masa-madre,Centeno 60% masa madre,panadería/pastelería/alérgenos,Gluten,,"revisión APPCC de masas: gluten, fermentación, enfriado, rellenos y contaminación cruzada",1169/2011; 852/2004; documentación técnica panadera
DATA7,bakery,centeno-80-tres-pasos,Centeno 80% tres pasos,panadería/pastelería/alérgenos,Gluten,,"revisión APPCC de masas: gluten, fermentación, enfriado, rellenos y contaminación cruzada",1169/2011; 852/2004; documentación técnica panadera
DATA7,bakery,challah-clasica,Challah clásica,panadería/pastelería/alérgenos,Gluten | Huevos,,"revisión APPCC de masas: gluten, fermentación, enfriado, rellenos y contaminación cruzada",1169/2011; 852/2004; documentación técnica panadera
DATA7,bakery,ciabatta-con-poolish,Ciabatta con poolish,panadería/pastelería/alérgenos,Gluten,,"revisión APPCC de masas: gluten, fermentación, enfriado, rellenos y contaminación cruzada",1169/2011; 852/2004; documentación técnica panadera
DATA7,bakery,ciabatta-directa,Ciabatta directa,panadería/pastelería/alérgenos,Gluten,,"revisión APPCC de masas: gluten, fermentación, enfriado, rellenos y contaminación cruzada",1169/2011; 852/2004; documentación técnica panadera
DATA7,bakery,ciabatta-masa-madre-liquida,Ciabatta masa madre líquida,panadería/pastelería/alérgenos,Gluten,,"revisión APPCC de masas: gluten, fermentación, enfriado, rellenos y contaminación cruzada",1169/2011; 852/2004; documentación técnica panadera
DATA7,bakery,croissant-con-biga-firme,Croissant con biga firme,panadería/pastelería/alérgenos,Gluten | Leche,,"revisión APPCC de masas: gluten, fermentación, enfriado, rellenos y contaminación cruzada",1169/2011; 852/2004; documentación técnica panadera
DATA7,bakery,croissant-con-poolish,Croissant con poolish,panadería/pastelería/alérgenos,Gluten | Leche,,"revisión APPCC de masas: gluten, fermentación, enfriado, rellenos y contaminación cruzada",1169/2011; 852/2004; documentación técnica panadera
DATA7,bakery,croissant-directo,Croissant directo,panadería/pastelería/alérgenos,Gluten | Leche,,"revisión APPCC de masas: gluten, fermentación, enfriado, rellenos y contaminación cruzada",1169/2011; 852/2004; documentación técnica panadera
DATA7,bakery,dosa-fermentada,Dosa fermentada,panadería/pastelería/alérgenos,,,"revisión APPCC de masas: gluten, fermentación, enfriado, rellenos y contaminación cruzada",1169/2011; 852/2004; documentación técnica panadera
DATA7,bakery,empanada-espana,Empanada España,panadería/pastelería/alérgenos,Gluten | Leche | Sulfitos,,"revisión APPCC de masas: gluten, fermentación, enfriado, rellenos y contaminación cruzada",1169/2011; 852/2004; documentación técnica panadera
DATA7,bakery,five-grain-levain,Five-grain levain,panadería/pastelería/alérgenos,Gluten | Sésamo,,"revisión APPCC de masas: gluten, fermentación, enfriado, rellenos y contaminación cruzada",1169/2011; 852/2004; documentación técnica panadera
DATA7,bakery,focaccia-con-poolish,Focaccia con poolish,panadería/pastelería/alérgenos,Gluten,,"revisión APPCC de masas: gluten, fermentación, enfriado, rellenos y contaminación cruzada",1169/2011; 852/2004; documentación técnica panadera
